time	V(n002)	V(n011)
4.511463998810870e-03	3.549233e+00	-7.579107e-02
4.521229623810870e-03	3.558535e+00	-7.122245e-02
4.530995248810870e-03	3.567924e+00	-6.661058e-02
4.540760873810870e-03	3.577394e+00	-6.195843e-02
4.550526498810870e-03	3.586938e+00	-5.726893e-02
4.560292123810870e-03	3.596551e+00	-5.254506e-02
4.570057748810870e-03	3.606227e+00	-4.778979e-02
4.579823373810871e-03	3.615959e+00	-4.300611e-02
4.589588998810870e-03	3.625742e+00	-3.819702e-02
4.599354623810870e-03	3.635569e+00	-3.336554e-02
4.609120248810870e-03	3.645434e+00	-2.851470e-02
4.618885873810871e-03	3.655331e+00	-2.364757e-02
4.628651498810870e-03	3.665254e+00	-1.876721e-02
4.638417123810870e-03	3.675196e+00	-1.387674e-02
4.648182748810870e-03	3.685151e+00	-8.979275e-03
4.657948373810870e-03	3.695112e+00	-4.077980e-03
4.667713998810870e-03	3.705074e+00	8.239648e-04
4.677479623810870e-03	3.715029e+00	5.723325e-03
4.687245248810870e-03	3.724971e+00	1.061685e-02
4.697010873810870e-03	3.734893e+00	1.550122e-02
4.706776498810870e-03	3.744789e+00	2.037309e-02
4.716542123810870e-03	3.754651e+00	2.522906e-02
4.726307748810870e-03	3.764472e+00	3.006567e-02
4.736073373810870e-03	3.774246e+00	3.487939e-02
4.745838998810870e-03	3.783965e+00	3.966668e-02
4.755604623810870e-03	3.793622e+00	4.442386e-02
4.765370248810870e-03	3.803208e+00	4.914724e-02
4.775135873810870e-03	3.812717e+00	5.383305e-02
4.784901498810870e-03	3.822141e+00	5.847744e-02
4.794667123810870e-03	3.831472e+00	6.307654e-02
4.804432748810870e-03	3.840701e+00	6.762641e-02
4.814198373810870e-03	3.849821e+00	7.212307e-02
4.823963998810871e-03	3.858823e+00	7.656255e-02
4.833729623810870e-03	3.867701e+00	8.094084e-02
4.843495248810870e-03	3.876444e+00	8.525401e-02
4.853260873810870e-03	3.885046e+00	8.949817e-02
4.863026498810871e-03	3.893500e+00	9.366955e-02
4.872792123810870e-03	3.901797e+00	9.776448e-02
4.882557748810870e-03	3.909930e+00	1.017795e-01
4.892323373810870e-03	3.917893e+00	1.057115e-01
4.902088998810870e-03	3.925681e+00	1.095573e-01
4.911854623810870e-03	3.933287e+00	1.133143e-01
4.921620248810870e-03	3.940707e+00	1.169802e-01
4.931385873810870e-03	3.947936e+00	1.205531e-01
4.941151498810870e-03	3.954973e+00	1.240312e-01
4.950917123810870e-03	3.961813e+00	1.274135e-01
4.960682748810870e-03	3.968457e+00	1.306991e-01
4.970448373810870e-03	3.974901e+00	1.338874e-01
4.980213998810870e-03	3.981148e+00	1.369784e-01
4.989979623810870e-03	3.987196e+00	1.399722e-01
4.999745248810870e-03	3.993047e+00	1.428694e-01
5.009510873810870e-03	3.998702e+00	1.456706e-01
5.019276498810870e-03	4.004163e+00	1.483768e-01
5.029042123810870e-03	4.009433e+00	1.509889e-01
5.038807748810870e-03	4.014513e+00	1.535082e-01
5.048573373810870e-03	4.019408e+00	1.559360e-01
5.058338998810870e-03	4.024117e+00	1.582734e-01
5.068104623810871e-03	4.028646e+00	1.605218e-01
5.077870248810870e-03	4.032996e+00	1.626825e-01
5.087635873810870e-03	4.037169e+00	1.647565e-01
5.097401498810870e-03	4.041168e+00	1.667452e-01
5.107167123810871e-03	4.044995e+00	1.686493e-01
5.116932748810870e-03	4.048653e+00	1.704699e-01
5.126698373810870e-03	4.052141e+00	1.722078e-01
5.136463998810870e-03	4.055463e+00	1.738636e-01
5.146229623810871e-03	4.058618e+00	1.754377e-01
5.155995248810870e-03	4.061608e+00	1.769305e-01
5.165760873810870e-03	4.064434e+00	1.783423e-01
5.175526498810870e-03	4.067093e+00	1.796731e-01
5.185292123810870e-03	4.069589e+00	1.809226e-01
5.195057748810870e-03	4.071918e+00	1.820907e-01
5.204823373810870e-03	4.074081e+00	1.831769e-01
5.214588998810870e-03	4.076076e+00	1.841806e-01
5.224354623810870e-03	4.077901e+00	1.851010e-01
5.234120248810870e-03	4.079556e+00	1.859371e-01
5.243885873810870e-03	4.081037e+00	1.866879e-01
5.253651498810870e-03	4.082342e+00	1.873522e-01
5.263417123810870e-03	4.083468e+00	1.879284e-01
5.273182748810870e-03	4.084412e+00	1.884150e-01
5.282948373810870e-03	4.085170e+00	1.888104e-01
5.292713998810870e-03	4.085740e+00	1.891127e-01
5.302479623810870e-03	4.086116e+00	1.893199e-01
5.312245248810871e-03	4.086295e+00	1.894299e-01
5.322010873810870e-03	4.086272e+00	1.894405e-01
5.331776498810870e-03	4.086042e+00	1.893494e-01
5.341542123810870e-03	4.085601e+00	1.891543e-01
5.351307748810871e-03	4.084943e+00	1.888526e-01
5.361073373810870e-03	4.084064e+00	1.884420e-01
5.370838998810870e-03	4.082959e+00	1.879200e-01
5.380604623810870e-03	4.081623e+00	1.872842e-01
5.390370248810871e-03	4.080051e+00	1.865322e-01
5.400135873810870e-03	4.078238e+00	1.856618e-01
5.409901498810870e-03	4.076181e+00	1.846708e-01
5.419667123810870e-03	4.073875e+00	1.835575e-01
5.429432748810870e-03	4.071318e+00	1.823201e-01
5.439198373810870e-03	4.068505e+00	1.809572e-01
5.448963998810870e-03	4.065436e+00	1.794677e-01
5.458729623810870e-03	4.062109e+00	1.778510e-01
5.468495248810870e-03	4.058522e+00	1.761066e-01
5.478260873810870e-03	4.054677e+00	1.742346e-01
5.488026498810870e-03	4.050573e+00	1.722354e-01
5.497792123810870e-03	4.046213e+00	1.701098e-01
5.507557748810870e-03	4.041599e+00	1.678590e-01
5.517323373810870e-03	4.036734e+00	1.654845e-01
5.527088998810870e-03	4.031622e+00	1.629883e-01
5.536854623810870e-03	4.026268e+00	1.603726e-01
5.546620248810870e-03	4.020677e+00	1.576399e-01
5.556385873810871e-03	4.014854e+00	1.547927e-01
5.566151498810870e-03	4.008806e+00	1.518341e-01
5.575917123810870e-03	4.002537e+00	1.487671e-01
5.585682748810870e-03	3.996056e+00	1.455947e-01
5.595448373810871e-03	3.989367e+00	1.423203e-01
5.605213998810870e-03	3.982479e+00	1.389470e-01
5.614979623810870e-03	3.975397e+00	1.354781e-01
5.624745248810870e-03	3.968129e+00	1.319170e-01
5.634510873810871e-03	3.960680e+00	1.282668e-01
5.644276498810870e-03	3.953058e+00	1.245309e-01
5.654042123810870e-03	3.945270e+00	1.207125e-01
5.663807748810870e-03	3.937321e+00	1.168146e-01
5.673573373810870e-03	3.929218e+00	1.128406e-01
5.683338998810870e-03	3.920968e+00	1.087934e-01
5.693104623810870e-03	3.912576e+00	1.046762e-01
5.701057594297598e-03	3.905642e+00	1.012736e-01
5.709033688469164e-03	3.898601e+00	9.781805e-02
5.714249719714797e-03	3.893951e+00	9.553576e-02
5.720132556701241e-03	3.888665e+00	9.294105e-02
5.726614604238679e-03	3.882791e+00	9.005741e-02
5.731854555711311e-03	3.878006e+00	8.770803e-02
5.736892616055449e-03	3.873374e+00	8.543419e-02
5.743950398818594e-03	3.866839e+00	8.222493e-02
5.753477906556379e-03	3.857931e+00	7.785024e-02
5.763243531556379e-03	3.848704e+00	7.331824e-02
5.773009156556379e-03	3.839386e+00	6.874058e-02
5.782774781556380e-03	3.829982e+00	6.412023e-02
5.792540406556379e-03	3.820498e+00	5.946011e-02
5.801129032740483e-03	3.812096e+00	5.533114e-02
5.809335652848141e-03	3.804018e+00	5.136109e-02
5.818877527905387e-03	3.794571e+00	4.671710e-02
5.827578421100506e-03	3.785908e+00	4.245837e-02
5.837344046100506e-03	3.776137e+00	3.765397e-02
5.847109671100506e-03	3.766319e+00	3.282645e-02
5.856875296100506e-03	3.756463e+00	2.797890e-02
5.866640921100506e-03	3.746572e+00	2.311434e-02
5.876406546100506e-03	3.736655e+00	1.823586e-02
5.886172171100506e-03	3.726717e+00	1.334654e-02
5.895937796100506e-03	3.716764e+00	8.449520e-03
5.905703421100506e-03	3.706804e+00	3.547937e-03
5.915469046100506e-03	3.696842e+00	-1.355020e-03
5.925234671100506e-03	3.686884e+00	-6.256140e-03
5.935000296100506e-03	3.676939e+00	-1.115217e-02
5.944765921100506e-03	3.667011e+00	-1.603981e-02
5.954531546100506e-03	3.657109e+00	-2.091572e-02
5.964297171100506e-03	3.647239e+00	-2.577651e-02
5.974062796100505e-03	3.637407e+00	-3.061874e-02
5.983828421100506e-03	3.627622e+00	-3.543890e-02
5.993594046100506e-03	3.617890e+00	-4.023343e-02
6.003359671100506e-03	3.608218e+00	-4.499871e-02
6.013125296100505e-03	3.598615e+00	-4.973104e-02
6.022890921100506e-03	3.589087e+00	-5.442666e-02
6.032656546100506e-03	3.579643e+00	-5.908177e-02
6.042422171100506e-03	3.570291e+00	-6.369247e-02
6.052187796100506e-03	3.561037e+00	-6.825484e-02
6.061953421100506e-03	3.551892e+00	-7.276492e-02
6.071719046100506e-03	3.542861e+00	-7.721872e-02
6.081484671100506e-03	3.533955e+00	-8.161226e-02
6.091250296100506e-03	3.525180e+00	-8.594158e-02
6.101015921100506e-03	3.516544e+00	-9.020277e-02
6.110781546100506e-03	3.508056e+00	-9.439202e-02
6.120547171100506e-03	3.499722e+00	-9.850568e-02
6.130312796100506e-03	3.491551e+00	-1.025402e-01
6.140078421100506e-03	3.483548e+00	-1.064923e-01
6.149844046100506e-03	3.475719e+00	-1.103590e-01
6.159609671100506e-03	3.468071e+00	-1.141375e-01
6.169375296100506e-03	3.460608e+00	-1.178253e-01
6.179140921100506e-03	3.453334e+00	-1.214205e-01
6.188906546100506e-03	3.446253e+00	-1.249214e-01
6.198672171100506e-03	3.439368e+00	-1.283266e-01
6.208437796100506e-03	3.432679e+00	-1.316352e-01
6.218203421100506e-03	3.426188e+00	-1.348467e-01
6.227969046100506e-03	3.419896e+00	-1.379609e-01
6.237734671100506e-03	3.413803e+00	-1.409778e-01
6.247500296100506e-03	3.407907e+00	-1.438980e-01
6.257265921100505e-03	3.402206e+00	-1.467219e-01
6.267031546100506e-03	3.396701e+00	-1.494506e-01
6.276797171100506e-03	3.391387e+00	-1.520851e-01
6.286562796100506e-03	3.386263e+00	-1.546264e-01
6.296328421100506e-03	3.381327e+00	-1.570758e-01
6.306094046100506e-03	3.376575e+00	-1.594346e-01
6.315859671100506e-03	3.372005e+00	-1.617042e-01
6.325625296100506e-03	3.367614e+00	-1.638856e-01
6.335390921100506e-03	3.363400e+00	-1.659802e-01
6.345156546100506e-03	3.359361e+00	-1.679892e-01
6.354922171100506e-03	3.355495e+00	-1.699134e-01
6.364687796100506e-03	3.351799e+00	-1.717539e-01
6.374453421100506e-03	3.348271e+00	-1.735114e-01
6.384219046100506e-03	3.344912e+00	-1.751867e-01
6.393984671100506e-03	3.341718e+00	-1.767803e-01
6.403750296100506e-03	3.338690e+00	-1.782925e-01
6.413515921100506e-03	3.335827e+00	-1.797236e-01
6.423281546100506e-03	3.333129e+00	-1.810737e-01
6.433047171100506e-03	3.330596e+00	-1.823426e-01
6.442812796100506e-03	3.328228e+00	-1.835302e-01
6.452578421100506e-03	3.326027e+00	-1.846360e-01
6.462344046100506e-03	3.323993e+00	-1.856594e-01
6.472109671100506e-03	3.322129e+00	-1.865996e-01
6.481875296100506e-03	3.320435e+00	-1.874559e-01
6.491640921100506e-03	3.318914e+00	-1.882271e-01
6.501406546100505e-03	3.317568e+00	-1.889120e-01
6.511172171100506e-03	3.316401e+00	-1.895093e-01
6.520937796100506e-03	3.315415e+00	-1.900173e-01
6.530703421100506e-03	3.314613e+00	-1.904345e-01
6.540469046100506e-03	3.314000e+00	-1.907590e-01
6.550234671100506e-03	3.313579e+00	-1.909889e-01
6.560000296100506e-03	3.313355e+00	-1.911220e-01
6.569765921100506e-03	3.313331e+00	-1.911563e-01
6.579531546100506e-03	3.313513e+00	-1.910894e-01
6.589297171100506e-03	3.313905e+00	-1.909190e-01
6.599062796100506e-03	3.314513e+00	-1.906427e-01
6.608828421100506e-03	3.315340e+00	-1.902580e-01
6.618594046100506e-03	3.316393e+00	-1.897624e-01
6.628359671100506e-03	3.317676e+00	-1.891536e-01
6.638125296100506e-03	3.319193e+00	-1.884291e-01
6.647890921100506e-03	3.320950e+00	-1.875867e-01
6.657656546100506e-03	3.322951e+00	-1.866242e-01
6.667422171100506e-03	3.325199e+00	-1.855397e-01
6.677187796100506e-03	3.327699e+00	-1.843316e-01
6.686953421100506e-03	3.330453e+00	-1.829982e-01
6.696719046100506e-03	3.333463e+00	-1.815385e-01
6.706484671100506e-03	3.336731e+00	-1.799517e-01
6.716250296100506e-03	3.340258e+00	-1.782372e-01
6.726015921100506e-03	3.344044e+00	-1.763951e-01
6.735781546100506e-03	3.348089e+00	-1.744256e-01
6.745547171100505e-03	3.352390e+00	-1.723295e-01
6.755312796100506e-03	3.356946e+00	-1.701079e-01
6.765078421100506e-03	3.361754e+00	-1.677623e-01
6.774844046100506e-03	3.366809e+00	-1.652945e-01
6.784609671100506e-03	3.372108e+00	-1.627066e-01
6.794375296100506e-03	3.377645e+00	-1.600011e-01
6.804140921100506e-03	3.383415e+00	-1.571806e-01
6.813906546100506e-03	3.389413e+00	-1.542479e-01
6.823672171100506e-03	3.395631e+00	-1.512061e-01
6.833437796100506e-03	3.402064e+00	-1.480582e-01
6.843203421100506e-03	3.408706e+00	-1.448075e-01
6.848441432333294e-03	3.412352e+00	-1.430226e-01
6.853031403349670e-03	3.415593e+00	-1.414353e-01
6.857415531511261e-03	3.418730e+00	-1.398994e-01
6.863493921796112e-03	3.423142e+00	-1.377383e-01
6.865996696736034e-03	3.424981e+00	-1.368380e-01
6.868053682926816e-03	3.426501e+00	-1.360936e-01
6.869135400070019e-03	3.427303e+00	-1.357004e-01
6.870381594919530e-03	3.428230e+00	-1.352462e-01
6.871547310232606e-03	3.429101e+00	-1.348199e-01
6.873313466335580e-03	3.430424e+00	-1.341716e-01
6.875195145388428e-03	3.431840e+00	-1.334777e-01
6.878477913417439e-03	3.434327e+00	-1.322592e-01
6.881835290915712e-03	3.436891e+00	-1.310028e-01
6.888539091258976e-03	3.442073e+00	-1.284636e-01
6.897292384109006e-03	3.448959e+00	-1.250884e-01
6.907058009109006e-03	3.456798e+00	-1.212456e-01
6.916823634109006e-03	3.464795e+00	-1.173245e-01
6.926589259109005e-03	3.472944e+00	-1.133281e-01
6.936354884109006e-03	3.481239e+00	-1.092595e-01
6.946120509109006e-03	3.489673e+00	-1.051219e-01
6.955886134109006e-03	3.498240e+00	-1.009182e-01
6.975417384109006e-03	3.515750e+00	-9.232457e-02
7.004714259109006e-03	3.542861e+00	-7.901344e-02
7.034011134109006e-03	3.570844e+00	-6.526828e-02
7.046566937680434e-03	3.583096e+00	-5.924841e-02
7.059122741251863e-03	3.595433e+00	-5.318563e-02
7.071678544823291e-03	3.607855e+00	-4.707995e-02
7.084234348394720e-03	3.620363e+00	-4.093137e-02
7.096790151966148e-03	3.632956e+00	-3.473989e-02
7.109345955537577e-03	3.645634e+00	-2.850550e-02
7.121901759109006e-03	3.658397e+00	-2.222821e-02
7.151198634109006e-03	3.688231e+00	-7.551225e-03
7.162359348394720e-03	3.699641e+00	-1.936217e-03
7.173520062680435e-03	3.711023e+00	3.665406e-03
7.184680776966149e-03	3.722376e+00	9.253644e-03
7.195841491251863e-03	3.733700e+00	1.482850e-02
7.207002205537577e-03	3.744996e+00	2.038997e-02
7.218162919823292e-03	3.756262e+00	2.593805e-02
7.229323634109006e-03	3.767500e+00	3.147275e-02
7.248854884109006e-03	3.786958e+00	4.105787e-02
7.268386134109006e-03	3.806157e+00	5.051798e-02
7.287917384109006e-03	3.825037e+00	5.982303e-02
7.297683009109005e-03	3.834337e+00	6.440774e-02
7.307448634109006e-03	3.843533e+00	6.894200e-02
7.317214259109006e-03	3.852618e+00	7.342181e-02
7.326979884109006e-03	3.861582e+00	7.784320e-02
7.336745509109005e-03	3.870419e+00	8.220220e-02
7.346511134109006e-03	3.879120e+00	8.649486e-02
7.356276759109006e-03	3.887677e+00	9.071732e-02
7.366042384109006e-03	3.896083e+00	9.486586e-02
7.375808009109005e-03	3.904330e+00	9.893688e-02
7.385573634109006e-03	3.912411e+00	1.029270e-01
7.395339259109006e-03	3.920321e+00	1.068330e-01
7.405104884109006e-03	3.928053e+00	1.106521e-01
7.414870509109005e-03	3.935602e+00	1.143816e-01
7.424636134109006e-03	3.942964e+00	1.180193e-01
7.434401759109006e-03	3.950134e+00	1.215635e-01
7.444167384109006e-03	3.957110e+00	1.250125e-01
7.453933009109005e-03	3.963890e+00	1.283654e-01
7.463698634109006e-03	3.970472e+00	1.316213e-01
7.473464259109006e-03	3.976856e+00	1.347799e-01
7.483229884109006e-03	3.983040e+00	1.378413e-01
7.492995509109006e-03	3.989028e+00	1.408056e-01
7.502761134109005e-03	3.994818e+00	1.436734e-01
7.512526759109006e-03	4.000413e+00	1.464456e-01
7.522292384109006e-03	4.005815e+00	1.491229e-01
7.532058009109006e-03	4.011026e+00	1.517067e-01
7.541823634109005e-03	4.016048e+00	1.541979e-01
7.551589259109006e-03	4.020885e+00	1.565980e-01
7.561354884109006e-03	4.025539e+00	1.589082e-01
7.571120509109006e-03	4.030012e+00	1.611297e-01
7.580886134109005e-03	4.034307e+00	1.632639e-01
7.590651759109006e-03	4.038426e+00	1.653118e-01
7.600417384109006e-03	4.042372e+00	1.672747e-01
7.610183009109006e-03	4.046146e+00	1.691533e-01
7.619948634109005e-03	4.049751e+00	1.709486e-01
7.629714259109006e-03	4.053188e+00	1.726615e-01
7.639479884109006e-03	4.056458e+00	1.742923e-01
7.649245509109006e-03	4.059563e+00	1.758417e-01
7.659011134109005e-03	4.062502e+00	1.773099e-01
7.668776759109006e-03	4.065276e+00	1.786970e-01
7.678542384109006e-03	4.067885e+00	1.800030e-01
7.688308009109006e-03	4.070329e+00	1.812278e-01
7.698073634109005e-03	4.072608e+00	1.823711e-01
7.707839259109006e-03	4.074718e+00	1.834322e-01
7.717604884109006e-03	4.076662e+00	1.844106e-01
7.727370509109006e-03	4.078434e+00	1.853055e-01
7.737136134109006e-03	4.080036e+00	1.861158e-01
7.746901759109006e-03	4.081462e+00	1.868403e-01
7.756667384109006e-03	4.082712e+00	1.874779e-01
7.766433009109006e-03	4.083783e+00	1.880270e-01
7.776198634109006e-03	4.084670e+00	1.884860e-01
7.785964259109005e-03	4.085371e+00	1.888532e-01
7.795729884109006e-03	4.085880e+00	1.891267e-01
7.805495509109006e-03	4.086196e+00	1.893045e-01
7.825026759109005e-03	4.086226e+00	1.893642e-01
7.844558009109005e-03	4.085424e+00	1.890141e-01
7.864089259109006e-03	4.083751e+00	1.882351e-01
7.883620509109006e-03	4.081167e+00	1.870074e-01
7.903151759109005e-03	4.077633e+00	1.853124e-01
7.922683009109005e-03	4.073116e+00	1.831330e-01
7.932448634109007e-03	4.070480e+00	1.818573e-01
7.942214259109006e-03	4.067589e+00	1.804558e-01
7.951979884109006e-03	4.064440e+00	1.789275e-01
7.971511134109006e-03	4.057366e+00	1.754882e-01
7.991042384109005e-03	4.049257e+00	1.715392e-01
8.000808009109005e-03	4.044818e+00	1.693751e-01
8.010573634109005e-03	4.040126e+00	1.670863e-01
8.020339259109006e-03	4.035185e+00	1.646744e-01
8.030104884109006e-03	4.029998e+00	1.621414e-01
8.039870509109006e-03	4.024570e+00	1.594896e-01
8.049636134109006e-03	4.018907e+00	1.567215e-01
8.059401759109006e-03	4.013014e+00	1.538400e-01
8.069167384109005e-03	4.006896e+00	1.508479e-01
8.078933009109005e-03	4.000562e+00	1.477484e-01
8.088698634109005e-03	3.994015e+00	1.445445e-01
8.098464259109006e-03	3.987265e+00	1.412395e-01
8.108229884109006e-03	3.980316e+00	1.378367e-01
8.117995509109006e-03	3.973176e+00	1.343393e-01
8.127761134109006e-03	3.965851e+00	1.307507e-01
8.137526759109006e-03	3.958348e+00	1.270740e-01
8.147292384109005e-03	3.950674e+00	1.233126e-01
8.157058009109005e-03	3.942836e+00	1.194696e-01
8.166823634109005e-03	3.934839e+00	1.155483e-01
8.176589259109007e-03	3.926689e+00	1.115516e-01
8.186354884109006e-03	3.918395e+00	1.074829e-01
8.196120509109006e-03	3.909961e+00	1.033450e-01
8.203113723595189e-03	3.903839e+00	1.003410e-01
8.209640184956101e-03	3.898066e+00	9.750795e-02
8.214875037707074e-03	3.893395e+00	9.521554e-02
8.220924033476745e-03	3.887954e+00	9.254507e-02
8.227054388391383e-03	3.882394e+00	8.981581e-02
8.232263714650802e-03	3.877634e+00	8.747904e-02
8.237099529360921e-03	3.873188e+00	8.529580e-02
8.242637388568173e-03	3.868063e+00	8.277951e-02
8.250754940478593e-03	3.860490e+00	7.906111e-02
8.260520565478595e-03	3.851290e+00	7.454269e-02
8.270286190478595e-03	3.841997e+00	6.997780e-02
8.280051815478594e-03	3.832616e+00	6.536938e-02
8.289817440478594e-03	3.823153e+00	6.072038e-02
8.296801763567068e-03	3.816340e+00	5.737217e-02
8.304046671024001e-03	3.809233e+00	5.387989e-02
8.310947359030351e-03	3.802431e+00	5.053646e-02
8.318599539442676e-03	3.794851e+00	4.681079e-02
8.328365164442676e-03	3.785127e+00	4.203058e-02
8.338130789442675e-03	3.775351e+00	3.722451e-02
8.347896414442675e-03	3.765530e+00	3.239560e-02
8.357662039442675e-03	3.755671e+00	2.754688e-02
8.367427664442675e-03	3.745778e+00	2.268141e-02
8.377193289442676e-03	3.735859e+00	1.780226e-02
8.386958914442676e-03	3.725919e+00	1.291253e-02
8.396724539442676e-03	3.715966e+00	8.015348e-03
8.406490164442676e-03	3.706005e+00	3.113858e-03
8.416255789442675e-03	3.696043e+00	-1.788753e-03
8.426021414442675e-03	3.686086e+00	-6.689264e-03
8.435787039442675e-03	3.676142e+00	-1.158442e-02
8.445552664442675e-03	3.666216e+00	-1.647092e-02
8.455318289442676e-03	3.656316e+00	-2.134542e-02
8.465083914442676e-03	3.646449e+00	-2.620453e-02
8.474849539442676e-03	3.636621e+00	-3.104480e-02
8.484615164442676e-03	3.626839e+00	-3.586271e-02
8.494380789442675e-03	3.617112e+00	-4.065471e-02
8.504146414442675e-03	3.607446e+00	-4.541716e-02
8.513912039442675e-03	3.597848e+00	-5.014636e-02
8.523677664442675e-03	3.588327e+00	-5.483855e-02
8.533443289442675e-03	3.578890e+00	-5.948991e-02
8.543208914442676e-03	3.569545e+00	-6.409655e-02
8.552974539442676e-03	3.560300e+00	-6.865454e-02
8.562740164442676e-03	3.551163e+00	-7.315993e-02
8.572505789442676e-03	3.542143e+00	-7.760871e-02
8.582271414442675e-03	3.533247e+00	-8.199692e-02
8.592037039442675e-03	3.524482e+00	-8.632058e-02
8.601802664442675e-03	3.515859e+00	-9.057581e-02
8.611568289442675e-03	3.507383e+00	-9.475881e-02
8.621333914442676e-03	3.499062e+00	-9.886590e-02
8.631099539442676e-03	3.490904e+00	-1.028936e-01
8.640865164442676e-03	3.482914e+00	-1.068386e-01
8.650630789442676e-03	3.475100e+00	-1.106980e-01
8.660396414442675e-03	3.467467e+00	-1.144690e-01
8.670162039442675e-03	3.460019e+00	-1.181491e-01
8.679927664442675e-03	3.452761e+00	-1.217365e-01
8.689693289442675e-03	3.445695e+00	-1.252294e-01
8.699458914442676e-03	3.438825e+00	-1.286265e-01
8.709224539442676e-03	3.432152e+00	-1.319270e-01
8.718990164442676e-03	3.425678e+00	-1.351304e-01
8.728755789442676e-03	3.419402e+00	-1.382364e-01
8.738521414442675e-03	3.413324e+00	-1.412452e-01
8.748287039442675e-03	3.407444e+00	-1.441573e-01
8.758052664442675e-03	3.401759e+00	-1.469733e-01
8.767818289442675e-03	3.396269e+00	-1.496940e-01
8.777583914442675e-03	3.390971e+00	-1.523206e-01
8.787349539442676e-03	3.385862e+00	-1.548542e-01
8.797115164442676e-03	3.380941e+00	-1.572960e-01
8.806880789442676e-03	3.376204e+00	-1.596473e-01
8.816646414442676e-03	3.371648e+00	-1.619094e-01
8.826412039442675e-03	3.367272e+00	-1.640835e-01
8.836177664442675e-03	3.363073e+00	-1.661709e-01
8.845943289442675e-03	3.359047e+00	-1.681727e-01
8.855708914442675e-03	3.355195e+00	-1.700898e-01
8.865474539442676e-03	3.351512e+00	-1.719233e-01
8.875240164442676e-03	3.347998e+00	-1.736739e-01
8.885005789442676e-03	3.344652e+00	-1.753423e-01
8.894771414442676e-03	3.341472e+00	-1.769290e-01
8.904537039442675e-03	3.338457e+00	-1.784344e-01
8.914302664442675e-03	3.335607e+00	-1.798587e-01
8.924068289442675e-03	3.332922e+00	-1.812020e-01
8.933833914442675e-03	3.330403e+00	-1.824641e-01
8.943599539442676e-03	3.328049e+00	-1.836448e-01
8.953365164442676e-03	3.325861e+00	-1.847437e-01
8.963130789442676e-03	3.323841e+00	-1.857601e-01
8.972896414442676e-03	3.321990e+00	-1.866934e-01
8.982662039442675e-03	3.320310e+00	-1.875425e-01
8.992427664442675e-03	3.318803e+00	-1.883066e-01
9.002193289442675e-03	3.317472e+00	-1.889842e-01
9.011958914442675e-03	3.316319e+00	-1.895740e-01
9.021724539442675e-03	3.315347e+00	-1.900745e-01
9.031490164442676e-03	3.314561e+00	-1.904840e-01
9.041255789442676e-03	3.313963e+00	-1.908007e-01
9.051021414442676e-03	3.313558e+00	-1.910225e-01
9.060787039442676e-03	3.313349e+00	-1.911476e-01
9.070552664442675e-03	3.313342e+00	-1.911735e-01
9.080318289442675e-03	3.313541e+00	-1.910981e-01
9.090083914442675e-03	3.313950e+00	-1.909190e-01
9.099849539442675e-03	3.314575e+00	-1.906337e-01
9.109615164442676e-03	3.315421e+00	-1.902399e-01
9.119380789442676e-03	3.316492e+00	-1.897350e-01
9.129146414442676e-03	3.317793e+00	-1.891166e-01
9.138912039442676e-03	3.319330e+00	-1.883825e-01
9.148677664442675e-03	3.321106e+00	-1.875302e-01
9.158443289442675e-03	3.323127e+00	-1.865577e-01
9.168208914442675e-03	3.325395e+00	-1.854630e-01
9.177974539442675e-03	3.327915e+00	-1.842445e-01
9.187740164442676e-03	3.330689e+00	-1.829008e-01
9.197505789442676e-03	3.333720e+00	-1.814306e-01
9.207271414442676e-03	3.337009e+00	-1.798332e-01
9.217037039442676e-03	3.340557e+00	-1.781082e-01
9.226802664442675e-03	3.344364e+00	-1.762555e-01
9.236568289442675e-03	3.348430e+00	-1.742755e-01
9.246333914442675e-03	3.352752e+00	-1.721690e-01
9.256099539442675e-03	3.357328e+00	-1.699371e-01
9.265865164442675e-03	3.362156e+00	-1.675813e-01
9.275630789442676e-03	3.367231e+00	-1.651035e-01
9.285396414442676e-03	3.372549e+00	-1.625058e-01
9.295162039442676e-03	3.378105e+00	-1.597906e-01
9.304927664442676e-03	3.383894e+00	-1.569607e-01
9.314693289442675e-03	3.389909e+00	-1.540188e-01
9.324458914442675e-03	3.396145e+00	-1.509681e-01
9.334224539442675e-03	3.402596e+00	-1.478115e-01
9.343990164442675e-03	3.409254e+00	-1.445524e-01
9.349079398140286e-03	3.412804e+00	-1.428143e-01
9.353287219251546e-03	3.415779e+00	-1.413572e-01
9.357691224249834e-03	3.418932e+00	-1.398130e-01
9.363337101467787e-03	3.423032e+00	-1.378052e-01
9.365854557289848e-03	3.424880e+00	-1.368999e-01
9.367897591260518e-03	3.426389e+00	-1.361607e-01
9.368708714817715e-03	3.426990e+00	-1.358662e-01
9.369745119662026e-03	3.427760e+00	-1.354888e-01
9.370973616710061e-03	3.428676e+00	-1.350403e-01
9.372269307958188e-03	3.429645e+00	-1.345656e-01
9.374048989160657e-03	3.430981e+00	-1.339111e-01
9.375988698506425e-03	3.432443e+00	-1.331943e-01
9.379277453893223e-03	3.434940e+00	-1.319711e-01
9.382652178317566e-03	3.437522e+00	-1.307056e-01
9.389015912809015e-03	3.442449e+00	-1.282914e-01
9.397352030078094e-03	3.449011e+00	-1.250748e-01
