time	V(n002)	V(n011)
9.407117655078094e-03	3.456851e+00	-1.212314e-01
9.416883280078094e-03	3.464849e+00	-1.173095e-01
9.426648905078093e-03	3.472998e+00	-1.133124e-01
9.436414530078093e-03	3.481294e+00	-1.092431e-01
9.446180155078095e-03	3.489729e+00	-1.051048e-01
9.455945780078094e-03	3.498297e+00	-1.009004e-01
9.475477030078094e-03	3.515808e+00	-9.230561e-02
9.495008280078094e-03	3.533779e+00	-8.348250e-02
9.514539530078093e-03	3.552161e+00	-7.445478e-02
9.522910065792379e-03	3.560162e+00	-7.052430e-02
9.531280601506665e-03	3.568217e+00	-6.656708e-02
9.539651137220951e-03	3.576325e+00	-6.258312e-02
9.548021672935236e-03	3.584487e+00	-5.857241e-02
9.556392208649522e-03	3.592703e+00	-5.453497e-02
9.564762744363808e-03	3.600972e+00	-5.047078e-02
9.573133280078094e-03	3.609294e+00	-4.637986e-02
9.581503815792380e-03	3.617657e+00	-4.226863e-02
9.589874351506666e-03	3.626046e+00	-3.814390e-02
9.598244887220952e-03	3.634462e+00	-3.400567e-02
9.606615422935236e-03	3.642904e+00	-2.985394e-02
9.614985958649522e-03	3.651373e+00	-2.568870e-02
9.623356494363808e-03	3.659869e+00	-2.150996e-02
9.631727030078094e-03	3.668391e+00	-1.731773e-02
9.640097565792380e-03	3.676926e+00	-1.311855e-02
9.648468101506666e-03	3.685460e+00	-8.919661e-03
9.656838637220952e-03	3.693992e+00	-4.721066e-03
9.665209172935237e-03	3.702523e+00	-5.227618e-04
9.673579708649523e-03	3.711052e+00	3.675251e-03
9.681950244363809e-03	3.719580e+00	7.872973e-03
9.690320780078095e-03	3.728106e+00	1.207040e-02
9.719617655078094e-03	3.757756e+00	2.667062e-02
9.739148905078094e-03	3.777321e+00	3.630747e-02
9.758680155078093e-03	3.796656e+00	4.583389e-02
9.778211405078095e-03	3.815702e+00	5.522030e-02
9.787977030078094e-03	3.825098e+00	5.985149e-02
9.797742655078094e-03	3.834397e+00	6.443615e-02
9.807508280078094e-03	3.843593e+00	6.897032e-02
9.817273905078094e-03	3.852677e+00	7.345003e-02
9.827039530078093e-03	3.861641e+00	7.787129e-02
9.836805155078093e-03	3.870476e+00	8.223013e-02
9.846570780078093e-03	3.879177e+00	8.652261e-02
9.856336405078095e-03	3.887733e+00	9.074488e-02
9.866102030078094e-03	3.896137e+00	9.489319e-02
9.875867655078094e-03	3.904384e+00	9.896395e-02
9.885633280078094e-03	3.912464e+00	1.029538e-01
9.895398905078094e-03	3.920373e+00	1.068595e-01
9.905164530078094e-03	3.928104e+00	1.106783e-01
9.914930155078093e-03	3.935652e+00	1.144074e-01
9.924695780078093e-03	3.943012e+00	1.180449e-01
9.934461405078095e-03	3.950181e+00	1.215887e-01
9.944227030078094e-03	3.957156e+00	1.250374e-01
9.953992655078094e-03	3.963935e+00	1.283899e-01
9.963758280078094e-03	3.970515e+00	1.316454e-01
9.973523905078094e-03	3.976898e+00	1.348037e-01
9.983289530078094e-03	3.983082e+00	1.378647e-01
9.993055155078093e-03	3.989067e+00	1.408287e-01
1.000000000000000e-02	3.993204e+00	1.428777e-01
